iata,name,city,country,lat,lng
BRO,Brownsville South Padre Island International Airport,Brownsville,US,25.907238,-97.425235
BRY,Samuels Field,Bardstown,US,37.8143005371,-85.4996032715
KBT,Kaben Airport,Kaben,MH,8.90056,170.843994
BTF,Skypark Airport,Bountiful,US,40.8694000244,-111.927001953
BTL,Battle Creek Executive Airport at Kellogg Field,Battle Creek,US,42.307301,-85.251503
BTM,Bert Mooney Airport,Butte,US,45.95479965209961,-112.49700164794922
TTO,Britton Municipal Airport,Britton,US,45.815200805664,-97.743103027344
BTP,Pittsburgh/Butler Regional Airport,Butler,US,40.776901,-79.949699
BTR,Baton Rouge Metropolitan Airport,Baton Rouge,US,30.533199,-91.149597
BTV,Patrick Leahy Burlington International Airport,Burlington,US,44.471901,-73.153297
BTY,Beatty Airport,Beatty,US,36.8610992432,-116.787002563
BUB,Cram Field,Burwell,US,41.776699066199996,-99.14969635010002
BUF,Buffalo Niagara International Airport,Buffalo,US,42.940498,-78.732201
BUM,Butler Memorial Airport,Butler,US,38.2897987366,-94.3401031494
BUR,Hollywood Burbank/Bob Hope Airport,Burbank,US,34.202834,-118.35805
BFP,Beaver County Airport,Beaver Falls,US,40.772499,-80.391403
BVO,Bartlesville Municipal Airport,Bartlesville,US,36.762501,-96.0112
MVW,Skagit Regional Airport,Burlington,US,48.470901,-122.420998
BVX,Batesville Regional Airport,Batesville,US,35.7262,-91.647301
BVY,Beverly Regional Airport,Beverly / Danvers,US,42.584202,-70.916496
BWC,Brawley Municipal Airport,Brawley,US,32.99290085,-115.5169983
BWD,Brownwood Regional Airport,Brownwood,US,31.793600082399998,-98.9564971924
BWG,Bowling Green Warren County Regional Airport,Bowling Green,US,36.964500427199994,-86.41970062259999
BWI,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,US,39.1754,-76.668297
WAH,Harry Stern Airport,Wahpeton,US,46.2440986633,-96.6073989868
BWM,Bowman Regional Airport,Bowman,US,46.165519,-103.30075
BXA,George R Carr Memorial Air Field,Bogalusa,US,30.813699722299997,-89.8649978638
BXK,Buckeye Municipal Airport,Buckeye,US,33.422397,-112.686317
NHZ,Brunswick Executive Airport,Brunswick,US,43.89220047,-69.93859863
BYG,Johnson County Airport,Buffalo,US,44.3811,-106.722
BYH,Arkansas International Airport,Blytheville,US,35.9642982483,-89.94400024410001
BYI,Burley Municipal Airport,Burley,US,42.542598724399994,-113.772003174
BYS,Bicycle Lake Army Air Field,Fort Irwin/Barstow,US,35.2804985046,-116.629997253
BBC,Bay City Regional Airport,Bay City,US,28.973301,-95.863503
BZN,Bozeman Yellowstone International Airport,Bozeman,US,45.778853,-111.153711
XES,Grand Geneva Resort Airport,Lake Geneva,US,42.614899,-88.389603
PLY,Plymouth Municipal Airport,Plymouth,US,41.365101,-86.300499
CLG,New Coalinga Municipal Airport,Coalinga,US,36.163101,-120.293999
CAD,Wexford County Airport,Cadillac,US,44.275749,-85.421534
CAE,Columbia Metropolitan Airport,Columbia,US,33.938172,-81.123022
CIG,Craig Moffat Airport,Craig,US,40.4952011108,-107.522003174
CAK,Akron Canton Regional Airport,Akron,US,40.916099548339844,-81.44219970703125
CAO,Clayton Municipal Airpark,Clayton,US,36.4462013245,-103.166999817
CAR,Caribou Municipal Airport,Caribou,US,46.871498,-68.017899
CBE,Greater Cumberland Regional Airport,Wiley Ford,US,39.615398,-78.760902
CBF,Council Bluffs Municipal Airport,Council Bluffs,US,41.2592010498,-95.760597229
CBK,Shalz Field,Colby,US,39.42750168,-101.0469971
CBM,Columbus Air Force Base,Columbus,US,33.643799,-88.443802
KCC,Coffman Cove Seaplane Base,Coffman Cove,US,56.012586,-132.835093
CCB,Upland-Cable Airport,Upland,US,34.111599,-117.688004
CCR,Buchanan Field,Concord,US,37.9897,-122.056999
CCY,Northeast Iowa Regional Airport,Charles City,US,43.0726013184,-92.6108016968
LLX,Caledonia County Airport,Lyndonville,US,44.5690994263,-72.0179977417
CDC,Cedar City Regional Airport,Cedar City,US,37.70100021362305,-113.0989990234375
CDH,Harrell Field,Camden,US,33.622798919699996,-92.7633972168
CDK,George T Lewis Airport,Cedar Key,US,29.134095,-83.050783
CDN,Woodward Field,Camden,US,34.2835998535,-80.56490325930001
CDR,Chadron Municipal Airport,Chadron,US,42.837601,-103.095001
CDS,Childress Municipal Airport,Childress,US,34.4337997437,-100.288002014
CDW,Essex County Airport,Caldwell,US,40.875198364300005,-74.2814025879
CEA,Cessna Aircraft Field,Wichita,US,37.648601532,-97.2506027222
CEC,Jack Mc Namara Field Airport,Crescent City,US,41.778929,-124.236403
CEF,Westover Metropolitan Airport / Westover Air Reserve Base,Chicopee,US,42.194,-72.534798
CEU,Oconee County Regional Airport,Clemson,US,34.6719017,-82.8864975
CEV,Mettel Field,Connersville,US,39.6985015869,-85.129699707
CEW,Bob Sikes Airport,Crestview,US,30.778799057,-86.522102356
CEY,Murray-Calloway County Airport Kyle-Oakley Field,Murray,US,36.6646,-88.372803
CEZ,Cortez Municipal Airport,Cortez,US,37.303001,-108.627998
CFD,Coulter Field,Bryan,US,30.715700149499998,-96.3313980103
TZC,Tuscola Area Airport,Caro,US,43.458801,-83.445503
CFT,Greenlee County Airport,Clifton,US,32.957039,-109.211397
CFV,Coffeyville Municipal Airport,Coffeyville,US,37.09400177,-95.5718994141
CGE,Cambridge Dorchester Airport,Cambridge,US,38.53929901,-76.03040314
CGF,Cuyahoga County Airport,Cleveland,US,41.5651016235,-81.4863967896
CGI,Cape Girardeau Regional Airport,Cape Girardeau,US,37.2253,-89.570801
CGS,College Park Airport,College Park,US,38.9805984497,-76.9223022461
CGZ,Casa Grande Municipal Airport,Casa Grande,US,32.954899,-111.766998
CHA,Chattanooga Metropolitan Airport (Lovell Field),Chattanooga,US,35.035301,-85.203796
CHK,Chickasha Municipal Airport,Chickasha,US,35.09740067,-97.96769714
CHO,Charlottesville Albemarle Airport,Charlottesville,US,38.13859939575195,-78.4529037475586
CHS,Charleston International Airport,Charleston,US,32.896159,-80.038151
CIC,Chico Regional Airport,Chico,US,39.795595,-121.857716
CID,The Eastern Iowa Airport,Cedar Rapids,US,41.884701,-91.7108
CIN,Arthur N Neu Airport,Carroll,US,42.0461997986,-94.78900146480001
CIR,Cairo Regional Airport,Cairo,US,37.064499,-89.219597
CIU,Chippewa County International Airport,Kincheloe,US,46.242038,-84.462082
CKA,Kegelman AF Aux Field,Cherokee,US,36.734348,-98.123531
CKB,North Central West Virginia Airport,Bridgeport,US,39.2966,-80.228104
GRM,Grand Marais Cook County Airport,Grand Marais,US,47.8382987976,-90.38289642330001
CKM,Fletcher Field,Clarksdale,US,34.2997016907,-90.512298584
CKN,Crookston Municipal Kirkwood Field,Crookston,US,47.8417015076,-96.62159729
CKV,Clarksville–Montgomery County Regional Airport,Clarksville,US,36.6218986511,-87.4150009155
KCL,Chignik Lagoon Airport,Chignik Flats,US,56.310776,-158.534818
CLE,Cleveland Hopkins International Airport,Cleveland,US,41.411701,-81.8498
CLI,Clintonville Municipal Airport,Clintonville,US,44.613800048799995,-88.731300354
CLK,Clinton Regional Airport,Clinton,US,35.5383,-98.932701
CLL,Easterwood Field,College Station,US,30.5886,-96.3638
CLM,William R Fairchild International Airport,Port Angeles,US,48.120201,-123.5
CLR,Cliff Hatfield Memorial Airport,Calipatria,US,33.131500244099996,-115.521003723
CLS,Chehalis Centralia Airport,Chehalis,US,46.676998,-122.983002
CLT,Charlotte Douglas International Airport,Charlotte,US,35.2140007019043,-80.94309997558594
CLW,Clearwater Air Park,Clearwater,US,27.9766998291,-82.7586975098
CMH,John Glenn Columbus International Airport,Columbus,US,39.998001,-82.891899
CMI,University of Illinois Willard Airport,Savoy,US,40.039819,-88.276249
CMX,Houghton County Memorial Airport,Hancock,US,47.168399810791016,-88.48909759521484
CMY,Sparta Fort McCoy Airport,Sparta,US,43.958009,-90.737886
KCN,Chernofski Harbor Seaplane Base,Chernofski Harbor,US,53.402899,-167.520272
CNH,Claremont Municipal Airport,Claremont,US,43.3703994751,-72.36869812009999
CNK,Blosser Municipal Airport,Concordia,US,39.549301147499996,-97.6522979736
CNM,Cavern City Air Terminal,Carlsbad,US,32.337501525878906,-104.26300048828125
CNO,Chino Airport,Chino,US,33.97470093,-117.637001
CNU,Chanute Martin Johnson Airport,Chanute,US,37.668173,-95.486727
CNW,TSTC Waco Airport,Waco,US,31.641129,-97.073335
CNY,Canyonlands Regional Airport,Moab,US,38.755001,-109.754997
COD,Yellowstone Regional Airport,Cody,US,44.520199,-109.024002
COE,Coeur D'Alene Airport - Pappy Boyington Field,Coeur d'Alene,US,47.7743,-116.82
COF,Patrick Space Force Base,Cocoa Beach,US,28.2349,-80.6101
COI,Merritt Island Airport,Merritt Island,US,28.341600418099997,-80.6855010986
COM,Coleman Municipal Airport,Coleman,US,31.841100692699996,-99.4036026001
CON,Concord Municipal Airport,Concord,US,43.20270157,-71.50229645
COS,City of Colorado Springs Municipal Airport,Colorado Springs,US,38.805801,-104.700996
COT,Cotulla-La Salle County Airport,Cotulla,US,28.45669937,-99.22029877
COU,Columbia Regional Airport,Columbia,US,38.8181,-92.219597
CPM,Compton Woodley Airport,Compton,US,33.8899993896,-118.244003296
CPR,Casper-Natrona County International Airport,Casper,US,42.907381,-106.461609
CPS,St Louis Downtown Airport,Cahokia/St Louis,US,38.570701599100005,-90.1561965942
HCW,Cheraw Municipal Airport/Lynch Bellinger Field,Cheraw,US,34.712898,-79.957001
KCR,Colorado Creek Airport,Colorado Creek,US,63.571196,-156.006653
CRE,Grand Strand Airport,North Myrtle Beach,US,33.8116989136,-78.72389984130001
CRG,Jacksonville Executive at Craig Airport,Jacksonville,US,30.3362998962,-81.51439666750001
CRP,Corpus Christi International Airport,Corpus Christi,US,27.770399,-97.501198
CLD,McClellan-Palomar Airport,Carlsbad,US,33.1283,-117.279999
CRS,C David Campbell Field Corsicana Municipal Airport,Corsicana,US,32.0280990601,-96.4005966187
CRT,Z M Jack Stell Field,Crossett,US,33.1782989502,-91.8802032471
CRW,Yeager Airport,Charleston,US,38.3731,-81.593201
CRX,Roscoe Turner Airport,Corinth,US,34.9150009155,-88.6035003662
CSG,Columbus Airport,Columbus,US,32.516415,-84.939602
CSM,Clinton Sherman Airport,Clinton,US,35.3398017883,-99.20050048830001
CSQ,Creston Municipal Airport,Creston,US,41.021400451699996,-94.36329650879999
CSV,Crossville Memorial Airport Whitson Field,Crossville,US,35.95131,-85.08499
CTB,Cut Bank International Airport,Cut Bank,US,48.608657,-112.378183
CTY,Cross City Airport,Cross City,US,29.6354999542,-83.10479736330001
CTZ,Sampson County Airport,Clinton,US,34.9756011963,-78.3646011353
CUB,Jim Hamilton L.B. Owens Airport,Columbia,US,33.970500946,-80.9952011108
CUH,Cushing Municipal Airport,Cushing,US,35.950496,-96.772371
CVG,Cincinnati Northern Kentucky International Airport,Cincinnati / Covington,US,39.048801,-84.667801
HLI,Hollister Municipal Airport,Hollister,US,36.8932991028,-121.410003662
CKK,Sharp County Regional Airport,Ash Flat,US,36.26490021,-91.56259918
CVN,Clovis Municipal Airport,Clovis,US,34.426594,-103.078794
CVO,Corvallis Municipal Airport,Corvallis,US,44.49720001,-123.2900009
CVS,Cannon Air Force Base,Clovis,US,34.382801,-103.321999
CWA,Central Wisconsin Airport,Mosinee,US,44.777448,-89.670238
KIP,Kickapoo Downtown Airport,Wichita Falls,US,33.85779953,-98.49040222
CWF,Chennault International Airport,Lake Charles,US,30.2106,-93.143204
CWI,Clinton Municipal Airport,Clinton,US,41.8311004639,-90.3291015625
CXL,Calexico International Airport,Calexico,US,32.6694984436,-115.513000488
CXO,Conroe-North Houston Regional Airport,Houston,US,30.351801,-95.414497
CSN,Carson Airport,Carson City,US,39.194331,-119.734312
HAR,Capital City Airport,Harrisburg,US,40.2170982361,-76.85150146480001
CYS,Cheyenne Regional Jerry Olson Field,Cheyenne,US,41.155701,-104.811997
CZK,Cascade Locks State Airport,Cascade Locks,US,45.676599,-121.878879
CZT,Dimmit County Airport,Carrizo Springs,US,28.522199630699998,-99.823600769
VEX,Tioga Municipal Airport,Tioga,US,48.38050079,-102.8980026
DAA,Davison Army Air Field,Fort Belvoir,US,38.715000152600005,-77.1809997559
DAB,Daytona Beach International Airport,Daytona Beach,US,29.18255,-81.059464
DAG,Barstow Daggett Airport,Daggett,US,34.85369873,-116.7870026
DAL,Dallas Love Field,Dallas,US,32.844776,-96.847653
DAN,Danville Regional Airport,Danville,US,36.572899,-79.336098
DAY,James M. Cox Dayton International Airport,Dayton,US,39.902401,-84.219398
DBN,W H 'Bud' Barron Airport,Dublin,US,32.5644,-82.985298
DBQ,Dubuque Regional Airport,Dubuque,US,42.402,-90.709503
DCA,Ronald Reagan Washington National Airport,Washington,US,38.8521,-77.037697
DCU,Pryor Field Regional Airport,Decatur,US,34.652698516799994,-86.94539642330001
DDC,Dodge City Regional Airport,Dodge City,US,37.76340103149414,-99.9655990600586
DEC,Decatur Airport,Decatur,US,39.834598541259766,-88.8656997680664
DEH,Decorah Municipal Airport,Decorah,US,43.275501,-91.739403
DEN,Denver International Airport,Denver,US,39.860027,-104.673792
DET,Coleman A. Young Municipal Airport,Detroit,US,42.40919876,-83.00990295
DFI,Defiance Memorial Airport,Defiance,US,41.3375015259,-84.4288024902
DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,US,32.896801,-97.038002
DGL,Douglas Municipal Airport,Douglas,US,31.3425998688,-109.505996704
DGW,Converse County Airport,Douglas,US,42.79719925,-105.3860016
DHN,Dothan Regional Airport,Dothan,US,31.321300506591797,-85.44960021972656
DHT,Dalhart Municipal Airport,Dalhart,US,36.0225982666,-102.54699707
DIK,Dickinson Theodore Roosevelt Regional Airport,Dickinson,US,46.797533,-102.801905
DKK,Chautauqua County-Dunkirk Airport,Dunkirk,US,42.49247,-79.273102
DLL,Dillon County Airport,Dillon,US,34.4491004944,-79.368598938
DLF,Laughlin Air Force Base,Del Rio,US,29.359501,-100.778002
DLH,Duluth International Airport,Duluth,US,46.841873,-92.198746
DLN,Dillon Airport,Dillon,US,45.255401611299995,-112.553001404
DLS,Columbia Gorge Regional Airport,Dallesport / The Dalles,US,45.620979,-121.170777
DMA,Davis Monthan Air Force Base,Tucson,US,32.1665000916,-110.883003235
DMN,Deming Municipal Airport,Deming,US,32.262298584,-107.721000671
DMO,Sedalia Memorial Airport,Sedalia,US,38.70740127559999,-93.17590332030001
DNL,Daniel Field,Augusta,US,33.4664993286,-82.0393981934
DNN,Dalton Municipal Airport,Dalton,US,34.72290039,-84.87020111
DNS,Denison Municipal Airport,Denison,US,41.9864006,-95.38069916
DNV,Vermilion Regional Airport,Danville,US,40.199124,-87.59663
DOV,Dover Civil Air Terminal/Dover Air Force Base,Dover,US,39.129501,-75.466003
DPA,Dupage Airport,Chicago/West Chicago,US,41.90779877,-88.24859619
DPG,Michael AAF (Dugway Proving Ground) Airport,Dugway Proving Ground,US,40.197396,-112.935094
DRA,Desert Rock Airport,Mercury,US,36.6194,-116.032997
DRI,Beauregard Regional Airport,DeRidder,US,30.831699,-93.339897
DRE,Drummond Island Airport,Drummond Island,US,46.0093002319,-83.74389648440001
DRO,Durango La Plata County Airport,Durango,US,37.151501,-107.753998
DRT,Del Rio International Airport,Del Rio,US,29.3742008209,-100.927001953
KDS,Kamaran Downs Airport,Kamaran Downs,AU,-24.3388,139.2785
DSM,Des Moines International Airport,Des Moines,US,41.534027,-93.656719
DSV,Dansville Municipal Airport,Dansville,US,42.570545,-77.713273
DTA,Delta Municipal Airport,Delta,US,39.3805999756,-112.508003235
DTL,Detroit Lakes Airport,Detroit Lakes,US,46.824301,-95.883322
DTN,Shreveport Downtown Airport,Shreveport,US,32.5401992798,-93.7450027466
DSI,Destin Executive Airport,Destin,US,30.400101,-86.471497
DTW,Detroit Metropolitan Wayne County Airport,Detroit,US,42.21377,-83.353786
DUA,Durant Regional Airport - Eaker Field,Durant,US,33.939675,-96.395072
DUC,Halliburton Field,Duncan,US,34.47090149,-97.9598999
DUG,Bisbee Douglas International Airport,Douglas Bisbee,US,31.464139,-109.60456
DUJ,DuBois Regional Airport,Dubois,US,41.17829895,-78.8986969
DVL,Devils Lake Regional Airport,Devils Lake,US,48.115454,-98.908796
DVN,Davenport Municipal Airport,Davenport,US,41.610432,-90.589693
NOT,Marin County Airport - Gnoss Field,Novato,US,38.143600463867,-122.55599975586
NSL,Slayton Municipal Airport,Slayton,US,43.986801,-95.7826
DVT,Phoenix Deer Valley Airport,Phoenix,US,33.6883010864,-112.083000183
KDW,Victoria Reservoir Seaplane Base,Kandy,LK,7.2415,80.7834
DWH,David Wayne Hooks Memorial Airport,Houston,US,30.0618000031,-95.55280303960001
DXR,Danbury Municipal Airport,Danbury,US,41.371656,-73.482227
DYL,Doylestown Airport,Doylestown,US,40.3330001831,-75.1222991943
DYS,Dyess Air Force Base,Abilene,US,32.420799,-99.854599
KDZ,Polgolla Reservoir Seaplane Base,Kandy,LK,7.3251,80.6422
LBN,Lake Baringo (Kampi Ya Samaki) Airport,Akorian,KE,0.603167,36.013
VPG,Vipingo Estate Airport,Kikambala,KE,-3.808441,39.797235
KTJ,Kichwa Tembo Airport,Kichwa Tembo,KE,-1.263497,35.027533
OSJ,Ol Seki Naboisho Airstrip,Mara Simba,KE,-1.378468,35.38032
OLG,Olare Orok Airfield,Mara,KE,-1.324213,35.246106
HKR,Mara North Conservancy Airstrip,Mara Rianta,KE,-1.14542,35.124922
ANA,Angama Mara Airport,Lolgorien,KE,-1.271586,34.954666
MDR,Musiara Airstrip,Mara Rianta,KE,-1.298636,35.063885
OLX,Mara-Olkiombo Airport,Serena,KE,-1.408586,35.110689
KRV,Kerio Valley Airport,Kimwarer,KE,0.317916,35.664712
KIU,Kiunga Airport,Kiunga,KE,-1.741272,41.482707
LBK,Liboi Airport,Liboi,KE,0.348333,40.881699
MIF,Roy Hurd Memorial Airport,Monahans,US,31.582500457764,-102.90899658203
CCG,Crane County Airport,Crane,US,31.415100097699998,-102.362998962
ESO,Ohkay Owingeh Airport,Espanola,US,36.026133,-106.045443
WTR,Whiteriver Airport,Whiteriver,US,33.810175,-109.986555
ALE,Alpine Casparis Municipal Airport,Alpine,US,30.384199,-103.683998
BGT,Bagdad Airport,Bagdad,US,34.592796,-113.171993
EAN,Phifer Airfield,Wheatland,US,42.0555,-104.929001
EAR,Kearney Regional Airport,Kearney,US,40.727001,-99.006798
EAT,Pangborn Memorial Airport,Wenatchee,US,47.398899,-120.207001
EAU,Chippewa Valley Regional Airport,Eau Claire,US,44.86579895019531,-91.48429870605469
KEB,Nanwalek Airport,Nanwalek,US,59.3521,-151.925003
EBS,Webster City Municipal Airport,Webster City,US,42.436848,-93.869905
ECG,Elizabeth City Regional Airport & Coast Guard Air Station,Elizabeth City,US,36.260601,-76.174599
ECP,Northwest Florida Beaches International Airport,Panama City Beach,US,30.357106,-85.795414
ECS,Mondell Field,Newcastle,US,43.88379,-104.314156
EDE,Northeastern Regional Airport,Edenton,US,36.027698516799994,-76.56710052490001
ETS,Enterprise Municipal Airport,Enterprise,US,31.29969978,-85.89990234
EDW,Edwards Air Force Base,Edwards,US,34.910781,-117.886391
EED,Needles Airport,Needles,US,34.7663002014,-114.623001099
EEN,Dillant Hopkins Airport,Keene,US,42.898399,-72.270798
EFD,Ellington Airport,Houston,US,29.607299804700002,-95.1587982178
EFK,Northeast Kingdom International Airport,Newport,US,44.888802,-72.229202
EFW,Jefferson Municipal Airport,Jefferson,US,42.009866,-94.341717
EGE,Eagle County Regional Airport,Eagle,US,39.64260101,-106.9179993
EGI,Duke Field,Crestview,US,30.65040016,-86.52290344
EGV,Eagle River Union Airport,Eagle River,US,45.932300567599995,-89.26830291750001
KEK,Ekwok Airport,Ekwok,US,59.3568,-157.470993
EKA,Murray Field,Eureka,US,40.803398,-124.112999
EKI,Elkhart Municipal Airport,Elkhart,US,41.7193984985,-86.00319671630001
EKN,Elkins-Randolph County Regional Airport,Elkins,US,38.889759,-79.857651
EKO,Elko Regional Airport,Elko,US,40.82490158081055,-115.79199981689453
EKX,Addington Field / Elizabethtown Regional Airport,Elizabethtown,US,37.686001,-85.925003
ELA,Eagle Lake Airport,Eagle Lake,US,29.600599288900003,-96.3218994141
ELD,South Arkansas Regional Airport at Goodwin Field,El Dorado,US,33.221001,-92.813301
ELK,Elk City Regional Business Airport,Elk City,US,35.43080139,-99.39430237
ELM,Elmira Corning Regional Airport,Elmira/Corning,US,42.1599006652832,-76.8916015625
ELN,Bowers Field,Ellensburg,US,47.03300095,-120.5309982
LYU,Ely Municipal Airport,Ely,US,47.82450104,-91.83070374
ELP,El Paso International Airport,El Paso,US,31.809908,-106.375607
